UserID,CourseID,EnrollmentCode,ActionDate,LastUpdated,CreditHours,ProgramCode
108,CS150,E,2025-09-22,2025-09-22T00:00:00Z,4,MATH-BS
109,PSYC436,E,2025-09-01,2025-09-01T00:00:00Z,1,CS-BS
109,PSYC333,E,2025-08-30,2025-08-30T00:00:00Z,2,MATH-BS
109,ECON241,E,2025-09-20,2025-09-20T00:00:00Z,3,PHY-BS
109,CS502,E,2025-08-29,2025-08-29T00:00:00Z,2,BIO-BS
109,SOC390,D,2025-09-08,2025-09-08T00:00:00Z,2,CS-MS
110,CHEM442,E,2025-09-02,2025-09-02T00:00:00Z,3,CHEM-BS
110,SOC203,E,2025-09-12,2025-09-12T00:00:00Z,2,ECON-BS
111,ANTH486,E,2025-09-07,2025-09-07T00:00:00Z,3,ENG-MA
111,MATH293,E,2025-09-18,2025-09-18T00:00:00Z,3,GEN-ED
111,PSYC577,E,2025-08-29,2025-08-29T00:00:00Z,3,HIST-MA
111,BIO541,E,2025-09-10,2025-09-10T00:00:00Z,2,CS-BS
112,CS453,E,2025-09-18,2025-09-18T00:00:00Z,4,CHEM-MS
112,ENG560,E,2025-09-14,2025-09-14T00:00:00Z,2,CHEM-MS
113,ART591,W,2025-09-02,2025-09-02T00:00:00Z,3,BIO-BS
113,STAT199,E,2025-09-08,2025-09-08T00:00:00Z,4,MATH-MS
113,MATH596,E,2025-08-27,2025-08-27T00:00:00Z,3,PSYC-BS
113,MUS289,E,2025-08-27,2025-08-27T00:00:00Z,2,PHY-MS
113,HIST593,E,2025-08-28,2025-08-28T00:00:00Z,2,ECON-BS
114,ANTH506,D,2025-09-16,2025-09-16T00:00:00Z,4,BIO-BS
114,ENG504,E,2025-09-12,2025-09-12T00:00:00Z,3,PHY-BS
114,HIST593,E,2025-09-18,2025-09-18T00:00:00Z,2,ENG-MA
115,ECON294,E,2025-08-28,2025-08-28T00:00:00Z,3,CHEM-BS
115,ANTH151,E,2025-09-11,2025-09-11T00:00:00Z,4,BIO-BS
115,BIO355,E,2025-09-05,2025-09-05T00:00:00Z,3,ENG-BA
115,GERM405,E,2025-09-23,2025-09-23T00:00:00Z,4,ECON-BS
116,ECON542,E,2025-09-05,2025-09-05T00:00:00Z,4,CS-BS
116,GEOL542,E,2025-09-09,2025-09-09T00:00:00Z,5,UNDECLARED
116,GEOL491,E,2025-08-26,2025-08-26T00:00:00Z,3,BIO-BS
117,ENG153,E,2025-09-10,2025-09-10T00:00:00Z,4,ENG-BA
117,CHEM446,E,2025-09-11,2025-09-11T00:00:00Z,4,PSYC-BS
117,ART295,E,2025-09-18,2025-09-18T00:00:00Z,3,MATH-MS
117,POLS462,E,2025-08-29,2025-08-29T00:00:00Z,3,BIO-MS
118,SOC126,E,2025-09-04,2025-09-04T00:00:00Z,4,ECON-MS
118,PHIL264,E,2025-09-18,2025-09-18T00:00:00Z,2,MATH-MS
119,PHY534,E,2025-09-23,2025-09-23T00:00:00Z,2,PSYC-BS
119,CS456,W,2025-09-03,2025-09-03T00:00:00Z,5,HIST-MA
119,MUS252,E,2025-09-05,2025-09-05T00:00:00Z,3,MATH-BS
119,FREN496,E,2025-09-05,2025-09-05T00:00:00Z,1,UNDECLARED
119,CHEM363,E,2025-09-21,2025-09-21T00:00:00Z,4,CS-MS
120,ART137,E,2025-09-14,2025-09-14T00:00:00Z,3,MATH-BS
120,ANTH286,E,2025-09-12,2025-09-12T00:00:00Z,4,CHEM-MS
120,STAT570,E,2025-08-31,2025-08-31T00:00:00Z,2,CS-MS
121,ECON534,E,2025-09-06,2025-09-06T00:00:00Z,3,BIO-BS
121,ART306,E,2025-09-18,2025-09-18T00:00:00Z,2,PHY-MS
122,ANTH478,E,2025-09-20,2025-09-20T00:00:00Z,3,HIST-MA
122,STAT117,E,2025-08-26,2025-08-26T00:00:00Z,3,PHY-BS
123,FREN406,E,2025-08-30,2025-08-30T00:00:00Z,3,GEN-ED
123,PHY411,E,2025-09-02,2025-09-02T00:00:00Z,3,HIST-MA
123,ENG271,D,2025-09-05,2025-09-05T00:00:00Z,4,PSYC-BS
124,ECON278,E,2025-08-30,2025-08-30T00:00:00Z,3,BIO-MS
124,BIO196,E,2025-08-30,2025-08-30T00:00:00Z,3,MATH-BS
124,PSYC558,E,2025-08-28,2025-08-28T00:00:00Z,3,ENG-MA
124,SOC247,E,2025-09-16,2025-09-16T00:00:00Z,3,ENG-MA
125,GEOL449,W,2025-09-10,2025-09-10T00:00:00Z,2,HIST-BA
125,HIST144,E,2025-09-15,2025-09-15T00:00:00Z,4,PSYC-BS
125,SOC314,E,2025-09-19,2025-09-19T00:00:00Z,3,ENG-BA
125,ART151,E,2025-09-08,2025-09-08T00:00:00Z,3,CHEM-MS
126,POLS254,E,2025-09-01,2025-09-01T00:00:00Z,3,BIO-MS
126,ANTH407,E,2025-09-23,2025-09-23T00:00:00Z,4,GEN-ED
127,BIO344,E,2025-09-18,2025-09-18T00:00:00Z,2,ENG-MA
127,PSYC281,W,2025-09-04,2025-09-04T00:00:00Z,4,HIST-MA
127,PSYC293,E,2025-09-05,2025-09-05T00:00:00Z,3,CHEM-MS
127,PSYC200,E,2025-09-19,2025-09-19T00:00:00Z,3,GEN-ED
127,ART180,E,2025-08-25,2025-08-25T00:00:00Z,3,HIST-MA
128,HIST370,E,2025-09-10,2025-09-10T00:00:00Z,4,UNDECLARED
128,MUS488,E,2025-09-01,2025-09-01T00:00:00Z,4,HIST-MA
128,CHEM558,E,2025-09-08,2025-09-08T00:00:00Z,2,HIST-BA
128,FREN223,W,2025-09-06,2025-09-06T00:00:00Z,3,HIST-MA
129,MATH308,E,2025-09-12,2025-09-12T00:00:00Z,4,HIST-BA
129,CHEM202,E,2025-09-19,2025-09-19T00:00:00Z,3,ENG-MA
129,SPAN328,E,2025-09-07,2025-09-07T00:00:00Z,4,MATH-MS
129,ANTH579,E,2025-09-03,2025-09-03T00:00:00Z,4,MATH-BS
130,MATH252,D,2025-08-30,2025-08-30T00:00:00Z,2,PHY-BS
130,HIST159,W,2025-09-20,2025-09-20T00:00:00Z,3,ENG-BA
130,CHEM572,E,2025-09-20,2025-09-20T00:00:00Z,3,CHEM-BS
130,ANTH331,E,2025-09-17,2025-09-17T00:00:00Z,2,CS-BS
130,PHY295,E,2025-09-12,2025-09-12T00:00:00Z,3,HIST-BA
131,SPAN445,E,2025-08-28,2025-08-28T00:00:00Z,5,ENG-BA
131,STAT302,E,2025-09-11,2025-09-11T00:00:00Z,3,ENG-MA
131,CHEM448,E,2025-08-28,2025-08-28T00:00:00Z,3,HIST-BA
131,MATH471,E,2025-09-07,2025-09-07T00:00:00Z,4,CS-MS
131,SOC576,E,2025-08-29,2025-08-29T00:00:00Z,3,HIST-BA
132,CHEM119,D,2025-09-16,2025-09-16T00:00:00Z,3,CS-BS
132,CS202,E,2025-09-11,2025-09-11T00:00:00Z,3,UNDECLARED
132,BIO348,E,2025-09-10,2025-09-10T00:00:00Z,3,CS-MS
132,BIO358,E,2025-09-20,2025-09-20T00:00:00Z,2,ECON-MS
133,MUS408,E,2025-08-25,2025-08-25T00:00:00Z,4,CS-BS
133,ART102,W,2025-08-26,2025-08-26T00:00:00Z,3,GEN-ED
134,POLS475,E,2025-08-26,2025-08-26T00:00:00Z,4,ENG-MA
134,FREN252,E,2025-09-06,2025-09-06T00:00:00Z,4,GEN-ED
134,ANTH354,E,2025-09-06,2025-09-06T00:00:00Z,3,CHEM-MS
135,ENG207,E,2025-09-04,2025-09-04T00:00:00Z,3,CS-BS
135,PSYC242,E,2025-09-22,2025-09-22T00:00:00Z,1,CS-BS
135,GERM253,E,2025-08-25,2025-08-25T00:00:00Z,3,ENG-BA
135,CHEM230,E,2025-09-13,2025-09-13T00:00:00Z,4,CS-BS
136,MATH176,E,2025-09-10,2025-09-10T00:00:00Z,4,PHY-BS
136,SPAN251,E,2025-09-22,2025-09-22T00:00:00Z,3,CS-MS
136,CS209,D,2025-09-10,2025-09-10T00:00:00Z,4,PHY-BS
136,HIST329,E,2025-09-22,2025-09-22T00:00:00Z,2,HIST-MA
136,FREN577,E,2025-09-07,2025-09-07T00:00:00Z,4,CS-BS
137,POLS102,E,2025-08-31,2025-08-31T00:00:00Z,3,ENG-BA
137,PSYC335,E,2025-09-10,2025-09-10T00:00:00Z,4,PHY-MS
137,GERM338,E,2025-09-16,2025-09-16T00:00:00Z,3,HIST-MA
137,STAT180,E,2025-08-31,2025-08-31T00:00:00Z,3,HIST-BA
138,MATH421,E,2025-09-13,2025-09-13T00:00:00Z,4,MATH-BS
138,SPAN449,E,2025-09-07,2025-09-07T00:00:00Z,3,PHY-BS
138,CHEM338,E,2025-08-29,2025-08-29T00:00:00Z,1,PSYC-BS
138,GERM219,E,2025-09-01,2025-09-01T00:00:00Z,1,PSYC-MS
138,FREN117,E,2025-09-13,2025-09-13T00:00:00Z,3,PHY-MS
139,FREN232,E,2025-09-22,2025-09-22T00:00:00Z,3,PHY-BS
139,POLS166,E,2025-09-07,2025-09-07T00:00:00Z,2,GEN-ED
140,CS188,E,2025-09-12,2025-09-12T00:00:00Z,3,PHY-MS
140,SOC584,E,2025-09-10,2025-09-10T00:00:00Z,2,PHY-BS
140,PHY165,W,2025-08-28,2025-08-28T00:00:00Z,4,PSYC-MS
141,MUS268,E,2025-08-31,2025-08-31T00:00:00Z,3,PHY-BS
141,PSYC126,E,2025-08-25,2025-08-25T00:00:00Z,3,PSYC-BS
141,PSYC408,E,2025-08-26,2025-08-26T00:00:00Z,3,BIO-MS
141,PHIL260,E,2025-09-18,2025-09-18T00:00:00Z,2,CHEM-BS
141,ECON504,E,2025-09-22,2025-09-22T00:00:00Z,2,PSYC-BS
142,STAT555,E,2025-09-17,2025-09-17T00:00:00Z,3,PSYC-BS
142,GEOL571,E,2025-09-02,2025-09-02T00:00:00Z,3,HIST-BA
142,PHY106,E,2025-09-10,2025-09-10T00:00:00Z,3,UNDECLARED
142,CHEM572,E,2025-09-19,2025-09-19T00:00:00Z,3,HIST-MA
142,ART151,E,2025-08-28,2025-08-28T00:00:00Z,3,ENG-BA
143,HIST119,E,2025-09-13,2025-09-13T00:00:00Z,3,BIO-BS
143,CHEM495,E,2025-09-07,2025-09-07T00:00:00Z,4,PHY-MS
143,FREN166,E,2025-09-12,2025-09-12T00:00:00Z,3,CHEM-MS
143,HIST246,E,2025-09-16,2025-09-16T00:00:00Z,2,HIST-BA
144,SOC175,E,2025-09-07,2025-09-07T00:00:00Z,3,HIST-MA
144,PHY225,E,2025-08-27,2025-08-27T00:00:00Z,3,ENG-MA
145,PHY289,E,2025-09-16,2025-09-16T00:00:00Z,3,CHEM-MS
145,GEOL119,W,2025-08-28,2025-08-28T00:00:00Z,4,CHEM-BS
145,SPAN359,E,2025-09-20,2025-09-20T00:00:00Z,5,GEN-ED
145,CS330,E,2025-08-28,2025-08-28T00:00:00Z,2,ECON-BS
146,ECON527,W,2025-09-16,2025-09-16T00:00:00Z,3,ECON-MS
146,SPAN564,E,2025-09-23,2025-09-23T00:00:00Z,3,ENG-BA
147,HIST223,E,2025-09-03,2025-09-03T00:00:00Z,5,PHY-BS
147,GEOL182,E,2025-09-03,2025-09-03T00:00:00Z,3,PHY-BS
147,BIO246,E,2025-09-11,2025-09-11T00:00:00Z,3,HIST-BA
147,CS126,E,2025-09-09,2025-09-09T00:00:00Z,3,MATH-MS
147,GERM196,E,2025-09-12,2025-09-12T00:00:00Z,3,PHY-BS
148,BIO226,E,2025-09-15,2025-09-15T00:00:00Z,3,CHEM-MS
148,GEOL297,W,2025-09-02,2025-09-02T00:00:00Z,5,HIST-MA
148,MATH564,E,2025-08-26,2025-08-26T00:00:00Z,2,CHEM-BS
149,ANTH197,E,2025-09-06,2025-09-06T00:00:00Z,3,ENG-BA
149,MATH181,E,2025-09-02,2025-09-02T00:00:00Z,4,PHY-MS
150,MUS580,E,2025-09-14,2025-09-14T00:00:00Z,3,BIO-BS
150,HIST289,D,2025-09-02,2025-09-02T00:00:00Z,3,PSYC-BS
150,BIO257,W,2025-08-26,2025-08-26T00:00:00Z,3,PHY-BS
151,PHY171,E,2025-09-23,2025-09-23T00:00:00Z,3,GEN-ED
151,CS343,E,2025-09-07,2025-09-07T00:00:00Z,3,PSYC-MS
152,MATH184,D,2025-09-13,2025-09-13T00:00:00Z,2,MATH-BS
152,ENG271,W,2025-09-19,2025-09-19T00:00:00Z,4,CS-BS
152,CS408,E,2025-08-25,2025-08-25T00:00:00Z,3,BIO-BS
152,ENG342,W,2025-08-28,2025-08-28T00:00:00Z,4,HIST-BA
153,CHEM598,W,2025-09-02,2025-09-02T00:00:00Z,3,PHY-MS
153,PHY524,E,2025-08-26,2025-08-26T00:00:00Z,2,MATH-BS
153,CHEM482,D,2025-09-16,2025-09-16T00:00:00Z,4,BIO-MS
154,ENG421,E,2025-09-17,2025-09-17T00:00:00Z,2,BIO-MS
154,STAT317,E,2025-09-10,2025-09-10T00:00:00Z,4,CS-BS
154,CHEM535,E,2025-09-12,2025-09-12T00:00:00Z,2,PHY-MS
154,GEOL109,D,2025-09-07,2025-09-07T00:00:00Z,4,PSYC-MS
155,PHIL383,E,2025-08-29,2025-08-29T00:00:00Z,2,BIO-MS
155,ENG560,E,2025-09-11,2025-09-11T00:00:00Z,2,CHEM-BS
155,HIST358,D,2025-09-05,2025-09-05T00:00:00Z,2,MATH-MS
156,ART445,E,2025-08-25,2025-08-25T00:00:00Z,3,BIO-BS
156,ANTH196,E,2025-09-12,2025-09-12T00:00:00Z,4,CS-BS
156,GERM232,E,2025-09-12,2025-09-12T00:00:00Z,4,MATH-BS
156,PHY118,D,2025-08-26,2025-08-26T00:00:00Z,3,ENG-BA
157,MATH495,W,2025-09-08,2025-09-08T00:00:00Z,1,PSYC-BS
157,GEOL308,E,2025-09-03,2025-09-03T00:00:00Z,2,PHY-BS
157,SOC330,W,2025-08-28,2025-08-28T00:00:00Z,4,ENG-BA
157,PHIL304,E,2025-09-18,2025-09-18T00:00:00Z,3,PSYC-MS
157,STAT304,E,2025-09-15,2025-09-15T00:00:00Z,3,PSYC-BS
158,CS131,E,2025-09-14,2025-09-14T00:00:00Z,4,ENG-BA
158,POLS123,E,2025-09-09,2025-09-09T00:00:00Z,3,BIO-MS
158,GERM336,E,2025-09-19,2025-09-19T00:00:00Z,2,BIO-BS
159,ART322,E,2025-09-21,2025-09-21T00:00:00Z,3,ECON-MS
159,SOC199,E,2025-08-26,2025-08-26T00:00:00Z,3,CHEM-BS
159,HIST524,E,2025-09-16,2025-09-16T00:00:00Z,2,CS-MS
160,PHY195,E,2025-09-01,2025-09-01T00:00:00Z,5,ECON-BS
160,BIO510,W,2025-09-15,2025-09-15T00:00:00Z,3,CS-BS
160,ANTH249,W,2025-09-23,2025-09-23T00:00:00Z,4,GEN-ED
160,SPAN423,E,2025-08-25,2025-08-25T00:00:00Z,5,PHY-BS
160,HIST242,D,2025-09-12,2025-09-12T00:00:00Z,3,PHY-BS
161,SOC238,W,2025-09-05,2025-09-05T00:00:00Z,4,PSYC-MS
161,PSYC100,E,2025-09-23,2025-09-23T00:00:00Z,3,CHEM-MS
161,SOC521,E,2025-08-25,2025-08-25T00:00:00Z,4,CS-MS
161,STAT560,E,2025-09-17,2025-09-17T00:00:00Z,3,UNDECLARED
162,ANTH551,E,2025-09-21,2025-09-21T00:00:00Z,2,CHEM-MS
162,STAT385,E,2025-08-25,2025-08-25T00:00:00Z,3,CS-MS
162,CS131,E,2025-09-08,2025-09-08T00:00:00Z,4,ECON-BS
162,HIST375,E,2025-09-11,2025-09-11T00:00:00Z,3,ECON-BS
163,CS578,E,2025-08-29,2025-08-29T00:00:00Z,3,GEN-ED
163,ENG479,E,2025-09-17,2025-09-17T00:00:00Z,3,HIST-MA
163,ANTH549,E,2025-09-04,2025-09-04T00:00:00Z,2,MATH-MS
164,MUS177,E,2025-09-21,2025-09-21T00:00:00Z,4,UNDECLARED
164,POLS284,E,2025-09-05,2025-09-05T00:00:00Z,5,CHEM-BS
164,PHIL206,E,2025-08-31,2025-08-31T00:00:00Z,3,HIST-MA
164,POLS500,D,2025-09-08,2025-09-08T00:00:00Z,3,HIST-MA
164,MUS408,E,2025-09-15,2025-09-15T00:00:00Z,4,GEN-ED
165,PSYC399,E,2025-09-15,2025-09-15T00:00:00Z,4,PHY-MS
165,HIST405,E,2025-08-30,2025-08-30T00:00:00Z,3,ECON-MS
165,PHIL392,W,2025-08-30,2025-08-30T00:00:00Z,3,MATH-MS
166,CS136,D,2025-08-30,2025-08-30T00:00:00Z,4,UNDECLARED
166,HIST364,E,2025-09-11,2025-09-11T00:00:00Z,2,MATH-BS
167,ENG226,E,2025-09-03,2025-09-03T00:00:00Z,4,ECON-MS
167,ECON408,E,2025-08-30,2025-08-30T00:00:00Z,4,CS-MS
167,CS502,E,2025-08-25,2025-08-25T00:00:00Z,2,PSYC-MS
168,GEOL363,E,2025-08-28,2025-08-28T00:00:00Z,1,CHEM-MS
168,CHEM383,E,2025-09-08,2025-09-08T00:00:00Z,3,PSYC-MS
168,MUS424,E,2025-09-01,2025-09-01T00:00:00Z,5,CHEM-MS
169,PHIL593,D,2025-09-06,2025-09-06T00:00:00Z,2,UNDECLARED
169,STAT232,D,2025-09-21,2025-09-21T00:00:00Z,2,CS-BS
169,SPAN269,E,2025-09-02,2025-09-02T00:00:00Z,3,BIO-MS
169,STAT323,E,2025-09-20,2025-09-20T00:00:00Z,3,MATH-BS
170,SPAN485,E,2025-09-08,2025-09-08T00:00:00Z,4,UNDECLARED
170,CS408,E,2025-09-08,2025-09-08T00:00:00Z,3,BIO-MS
170,CS452,E,2025-09-05,2025-09-05T00:00:00Z,1,ECON-BS
170,CHEM241,E,2025-08-26,2025-08-26T00:00:00Z,4,GEN-ED
171,ENG557,E,2025-09-02,2025-09-02T00:00:00Z,3,BIO-MS
171,FREN196,E,2025-09-19,2025-09-19T00:00:00Z,2,BIO-BS
171,PHY150,D,2025-09-02,2025-09-02T00:00:00Z,4,ECON-MS
172,SOC576,W,2025-08-31,2025-08-31T00:00:00Z,3,HIST-MA
172,STAT138,W,2025-09-22,2025-09-22T00:00:00Z,2,CS-BS
172,ENG353,E,2025-09-04,2025-09-04T00:00:00Z,3,MATH-MS
172,CS131,E,2025-08-29,2025-08-29T00:00:00Z,4,PHY-BS
173,GERM233,E,2025-08-29,2025-08-29T00:00:00Z,5,BIO-BS
173,MUS312,E,2025-09-15,2025-09-15T00:00:00Z,2,PSYC-MS
173,MATH208,W,2025-09-20,2025-09-20T00:00:00Z,4,ECON-BS
173,GEOL182,E,2025-09-16,2025-09-16T00:00:00Z,3,UNDECLARED
174,CHEM265,E,2025-09-21,2025-09-21T00:00:00Z,2,ECON-BS
174,PHIL151,E,2025-09-12,2025-09-12T00:00:00Z,3,HIST-BA
174,POLS327,E,2025-09-14,2025-09-14T00:00:00Z,4,PSYC-BS
174,MUS370,W,2025-09-18,2025-09-18T00:00:00Z,3,PSYC-MS
174,BIO182,E,2025-09-07,2025-09-07T00:00:00Z,4,GEN-ED
175,GEOL591,E,2025-08-25,2025-08-25T00:00:00Z,2,UNDECLARED
175,ENG359,W,2025-09-03,2025-09-03T00:00:00Z,4,PSYC-MS
175,GEOL331,E,2025-09-01,2025-09-01T00:00:00Z,5,ENG-MA
175,PHY462,E,2025-09-14,2025-09-14T00:00:00Z,3,ECON-MS
175,FREN327,E,2025-08-26,2025-08-26T00:00:00Z,1,CHEM-BS
176,ART153,E,2025-08-25,2025-08-25T00:00:00Z,1,MATH-BS
176,GEOL459,E,2025-08-30,2025-08-30T00:00:00Z,4,PSYC-MS
176,POLS106,E,2025-09-03,2025-09-03T00:00:00Z,4,BIO-MS
177,POLS140,E,2025-09-08,2025-09-08T00:00:00Z,3,UNDECLARED
177,PHY314,E,2025-08-31,2025-08-31T00:00:00Z,3,PSYC-MS
177,ART187,E,2025-09-04,2025-09-04T00:00:00Z,3,CS-BS
177,MATH596,E,2025-09-04,2025-09-04T00:00:00Z,3,MATH-BS
177,MATH375,E,2025-09-05,2025-09-05T00:00:00Z,1,CHEM-MS
178,ECON543,W,2025-08-28,2025-08-28T00:00:00Z,3,ENG-BA
178,SPAN445,D,2025-09-09,2025-09-09T00:00:00Z,5,ECON-MS
178,CHEM371,E,2025-09-10,2025-09-10T00:00:00Z,2,ENG-BA
179,GEOL373,E,2025-09-18,2025-09-18T00:00:00Z,4,PHY-MS
179,PHIL576,E,2025-09-07,2025-09-07T00:00:00Z,3,PSYC-MS
179,ANTH391,E,2025-09-07,2025-09-07T00:00:00Z,4,ECON-BS
179,ART156,E,2025-09-14,2025-09-14T00:00:00Z,4,GEN-ED
179,PHY160,E,2025-09-01,2025-09-01T00:00:00Z,4,CHEM-BS
180,PSYC121,E,2025-09-15,2025-09-15T00:00:00Z,3,BIO-BS
180,CS451,E,2025-09-09,2025-09-09T00:00:00Z,4,CHEM-BS
180,ANTH391,E,2025-08-28,2025-08-28T00:00:00Z,4,UNDECLARED
180,ART553,W,2025-09-21,2025-09-21T00:00:00Z,1,MATH-MS
181,MATH121,E,2025-08-30,2025-08-30T00:00:00Z,3,ENG-BA
181,PSYC357,E,2025-09-11,2025-09-11T00:00:00Z,3,HIST-MA
181,GEOL182,E,2025-09-03,2025-09-03T00:00:00Z,3,PHY-MS
182,ECON180,E,2025-09-20,2025-09-20T00:00:00Z,3,CS-MS
182,ECON201,D,2025-09-21,2025-09-21T00:00:00Z,4,GEN-ED
182,BIO421,E,2025-09-03,2025-09-03T00:00:00Z,1,CHEM-BS
182,HIST290,E,2025-09-08,2025-09-08T00:00:00Z,3,CS-BS
182,HIST194,W,2025-09-20,2025-09-20T00:00:00Z,3,ENG-BA
183,STAT508,E,2025-08-26,2025-08-26T00:00:00Z,4,UNDECLARED
183,SOC218,E,2025-08-27,2025-08-27T00:00:00Z,4,ECON-MS
183,CS253,E,2025-09-14,2025-09-14T00:00:00Z,3,ENG-MA
183,CHEM468,E,2025-09-04,2025-09-04T00:00:00Z,3,PSYC-BS
184,SOC533,E,2025-09-11,2025-09-11T00:00:00Z,3,BIO-BS
184,FREN293,E,2025-09-07,2025-09-07T00:00:00Z,3,GEN-ED
184,SOC369,E,2025-08-26,2025-08-26T00:00:00Z,1,HIST-MA
185,PHIL507,E,2025-08-26,2025-08-26T00:00:00Z,3,PHY-BS
185,ECON199,E,2025-08-29,2025-08-29T00:00:00Z,4,UNDECLARED
186,STAT547,E,2025-09-15,2025-09-15T00:00:00Z,2,HIST-BA
186,ENG390,E,2025-09-10,2025-09-10T00:00:00Z,4,ENG-BA
186,SOC101,E,2025-09-16,2025-09-16T00:00:00Z,3,GEN-ED
187,CHEM558,E,2025-09-08,2025-09-08T00:00:00Z,2,ECON-MS
187,PSYC476,W,2025-09-01,2025-09-01T00:00:00Z,3,MATH-MS
187,SOC508,E,2025-09-13,2025-09-13T00:00:00Z,3,PHY-BS
188,ART411,E,2025-09-15,2025-09-15T00:00:00Z,4,CHEM-BS
188,FREN207,E,2025-09-23,2025-09-23T00:00:00Z,4,PSYC-MS
189,SOC383,E,2025-08-26,2025-08-26T00:00:00Z,2,MATH-BS
189,MUS522,E,2025-08-27,2025-08-27T00:00:00Z,5,PSYC-MS
189,POLS373,E,2025-09-11,2025-09-11T00:00:00Z,4,BIO-BS
189,FREN272,E,2025-09-05,2025-09-05T00:00:00Z,3,UNDECLARED
190,ART164,E,2025-09-07,2025-09-07T00:00:00Z,3,MATH-BS
190,GERM196,E,2025-08-26,2025-08-26T00:00:00Z,3,ECON-BS
191,PHY598,W,2025-08-30,2025-08-30T00:00:00Z,3,PHY-MS
191,FREN206,E,2025-08-26,2025-08-26T00:00:00Z,5,HIST-MA
192,ENG533,E,2025-09-15,2025-09-15T00:00:00Z,3,PHY-MS
192,MATH359,E,2025-09-22,2025-09-22T00:00:00Z,1,CHEM-BS
192,PSYC134,E,2025-09-22,2025-09-22T00:00:00Z,3,PHY-MS
192,CHEM348,E,2025-09-17,2025-09-17T00:00:00Z,4,CS-MS
192,PHIL165,E,2025-08-30,2025-08-30T00:00:00Z,2,ENG-MA
193,ECON357,E,2025-08-28,2025-08-28T00:00:00Z,2,CHEM-MS
193,GEOL585,E,2025-09-02,2025-09-02T00:00:00Z,3,PHY-MS
193,CS581,E,2025-09-10,2025-09-10T00:00:00Z,5,ENG-MA
193,ECON258,E,2025-09-19,2025-09-19T00:00:00Z,3,PHY-MS
193,STAT144,E,2025-08-30,2025-08-30T00:00:00Z,4,MATH-MS
194,PHIL165,W,2025-08-30,2025-08-30T00:00:00Z,2,PSYC-MS
194,ANTH536,W,2025-08-25,2025-08-25T00:00:00Z,3,CHEM-MS
194,FREN117,E,2025-08-31,2025-08-31T00:00:00Z,3,CHEM-MS
194,CHEM204,W,2025-08-27,2025-08-27T00:00:00Z,3,GEN-ED
195,ART529,E,2025-08-27,2025-08-27T00:00:00Z,3,CS-MS
195,GERM239,E,2025-09-16,2025-09-16T00:00:00Z,4,PHY-MS
195,HIST360,E,2025-09-19,2025-09-19T00:00:00Z,3,PHY-MS
195,GERM562,E,2025-09-12,2025-09-12T00:00:00Z,3,CS-BS
196,MUS353,E,2025-09-21,2025-09-21T00:00:00Z,3,CS-BS
196,HIST299,E,2025-09-08,2025-09-08T00:00:00Z,1,BIO-BS
196,CHEM136,W,2025-09-03,2025-09-03T00:00:00Z,3,CS-MS
196,FREN530,E,2025-09-20,2025-09-20T00:00:00Z,4,ENG-BA
196,MATH590,E,2025-09-08,2025-09-08T00:00:00Z,2,GEN-ED
197,ECON301,E,2025-09-11,2025-09-11T00:00:00Z,4,ECON-BS
197,MUS458,W,2025-09-18,2025-09-18T00:00:00Z,4,MATH-MS
197,GEOL181,E,2025-09-06,2025-09-06T00:00:00Z,1,ECON-BS
